well_id,wellbore_id,field_name,sector,platform,slot,well_name,elevation_m,ground_elevation_m,elev_ref,sea_bed_m,sea_bed_ref,current_status,original_status,previous_status,status_date,spud_date,operator,local_location,projection,surface_x,surface_y,latitude,longitude,drillers_td_m,drillers_tvs_m,logger_tvd_m,hole_direction,formation_at_td,target_formation,bottom_x,bottom_y,rig_name,contractor,bore_type,well_objective,surface_lat,surface_lon,bottom_lat,bottom_lon
W-0931,WB-0931,Iris,Onshore,FPSO-6,15,Iris-15,58.9,3.8,DF,0.0,,Abandoned,Drilling,Producing,2020-09-01,2017-12-08,ADNOC,Block 10/18,EPSG:32641,42377.01,32056.32,22.836136,52.725103,4637,4567,4326,Horizontal,Thamama,Khuff,42058.17,33147.19,Shelf-2,Nabors,Development,Water Injector,22.828677,52.724145,22.832593,52.729973
W-0932,WB-0932,Shams,Onshore,PAD-75,14,Shams-14,49.7,18.8,GL,0.0,,Testing,Completed,Suspended,2032-04-02,2024-10-13,Saudi Aramco,Block 31/25,EPSG:32641,34213.26,9352.01,27.009581,53.288114,4470,4318,3826,Horizontal,Mauddud,Arab-C,33395.53,8966.57,Shelf-3,KCA Deutag,Exploration,Oil Producer,27.009632,53.294464,27.026454,53.280712
W-0933,WB-0933,Mauddud,Onshore,JKT-83,16,Mauddud-16,58.9,-2.5,DF,0.0,,Drilling,Planned,Shut-in,2022-06-22,2022-03-10,PDO Oman,Block 22/19,EPSG:32641,96155.07,42711.24,27.906413,48.627647,6380,5192,5704,Deviated,Thamama,Arab-C,95169.04,41837.91,Ensco-106,Valaris,Development,Gas Producer,27.907639,48.628321,27.906395,48.6142
W-0934,WB-0934,Lulu,Onshore,JKT-40,35,Lulu-35,11.5,12.4,GL,0.0,,Producing,Completed,Producing,2027-06-14,2021-03-30,QatarEnergy,Block 16/1,EPSG:32639,44485.24,12875.44,25.154141,52.355976,3228,2280,2127,Vertical,Mishrif,Arab-C,44988.05,13700.88,Noble-4,Nabors,Appraisal,Water Injector,25.150896,52.352746,25.1625,52.337582
W-0935,WB-0935,Delta,Offshore-West,PAD-66,8,Delta-08,54.6,13.1,DF,12.8,MSL,Testing,Completed,Suspended,2025-07-09,2017-12-22,Saudi Aramco,Block 46/6,EPSG:32640,48904.84,94762.37,23.030076,53.674567,6270,5783,4348,Vertical,Thamama,Shuaiba,49233.18,94561.61,Shelf-3,Shelf Drilling,Development,Oil Producer,23.021509,53.677726,23.018831,53.661237
W-0936,WB-0936,Shams,Onshore,PLAT-21,10,Shams-10,35.6,8.9,DF,0.0,,Drilling,Completed,Testing,1998-03-19,1996-05-12,ENI,Block 25/31,EPSG:32641,35164.99,47517.09,23.633844,49.33857,3984,3932,3222,Deviated,Khuff,Mauddud,35595.65,46593.22,Ensco-105,Nabors,Appraisal,Oil Producer,23.642714,49.342924,23.644283,49.336701
W-0937,WB-0937,Pearl,Offshore-East,FPSO-22,13,Pearl-13,43.8,7.7,GL,113.2,MSL,Completed,Drilling,Testing,2006-03-21,1999-01-06,Saudi Aramco,Block 96/15,EPSG:32641,90954.85,31725.92,22.110344,54.245054,4294,3155,3662,Deviated,Yamama,Nahr Umr,89718.87,32939.2,Ensco-105,Shelf Drilling,Development,Water Injector,22.115811,54.246215,22.119182,54.234941
W-0938,WB-0938,Ghazal,Onshore,PLAT-58,13,Ghazal-13,29.9,12.0,KB,0.0,,Drilling,Drilling,Producing,2029-06-15,2022-12-31,BP,Block 84/22,EPSG:32640,56895.55,76630.41,27.485793,52.670182,4084,3022,2661,Horizontal,Khuff,Mauddud,58076.15,75724.72,Ensco-107,Noble,Exploration,Oil Producer,27.492571,52.661314,27.501956,52.660541
W-0939,WB-0939,Shams,Offshore-West,PLAT-76,9,Shams-09,24.0,10.1,DF,85.4,MSL,Drilling,Completed,Completed,2005-04-15,1999-09-10,BP,Block 16/3,EPSG:32641,76217.46,49794.86,22.706506,55.617774,5671,4926,5352,Deviated,Shuaiba,Mishrif,75885.26,48372.28,Shelf-3,Nabors,Appraisal,Water Injector,22.703843,55.611172,22.687859,55.632797
W-0940,WB-0940,Bravo,Onshore,PLAT-39,43,Bravo-43,29.1,-4.1,KB,0.0,,Abandoned,Drilling,Testing,2004-11-11,1997-01-02,QatarEnergy,Block 36/22,EPSG:32640,81180.67,31003.4,25.459099,48.339378,6199,4640,5346,Vertical,Yamama,Mauddud,80620.78,29564.24,Noble-3,ADES,Appraisal,Water Injector,25.464316,48.335084,25.456999,48.339984
W-0941,WB-0941,Mauddud,Onshore,PLAT-37,21,Mauddud-21,50.7,17.6,KB,0.0,,Shut-in,Planned,Testing,2007-03-04,1999-02-19,ENI,Block 78/7,EPSG:32640,34184.9,81196.77,23.644331,50.122609,4154,3421,2931,Vertical,Arab-D,Mishrif,34071.98,81563.72,Ensco-103,Shelf Drilling,Exploration,Gas Producer,23.644038,50.118262,23.651497,50.131779
W-0942,WB-0942,Rimal,Offshore-North,PLAT-30,4,Rimal-04,13.7,0.9,DF,6.9,MSL,Completed,Completed,Testing,2017-01-28,2013-07-13,Saudi Aramco,Block 92/36,EPSG:32641,43369.43,86715.22,25.325068,52.812431,5281,4644,3470,Horizontal,Yamama,Mishrif,43039.63,87200.25,Shelf-3,KCA Deutag,Appraisal,Oil Producer,25.31909,52.815899,25.308875,52.793859
W-0943,WB-0943,Mishrif,Onshore,JKT-54,6,Mishrif-06,26.7,-3.6,GL,0.0,,Producing,Drilling,Drilling,2005-06-22,2001-09-06,QatarEnergy,Block 9/7,EPSG:32641,84847.18,67300.82,25.908522,50.372479,1530,1148,1201,Vertical,Arab-D,Nahr Umr,85937.91,66733.95,Noble-2,ADES,Appraisal,Gas Injector,25.90101,50.362846,25.904946,50.367086
W-0944,WB-0944,Qamar,Onshore,JKT-21,38,Qamar-38,35.7,0.4,GL,0.0,,Suspended,Planned,Producing,2026-09-27,2016-08-24,QatarEnergy,Block 24/7,EPSG:32641,36325.54,4696.44,26.978451,53.715393,4328,3927,3859,Vertical,Nahr Umr,Shuaiba,37613.32,4156.47,Borr-Prospector,Valaris,Exploration,Appraisal,26.975352,53.720507,26.996137,53.71456
W-0945,WB-0945,Hail,Offshore-East,PLAT-88,34,Hail-34,46.3,18.4,DF,28.5,MSL,Testing,Completed,Testing,2032-01-11,2025-07-04,Kuwait Oil Company,Block 64/36,EPSG:32639,79393.51,56632.29,23.238528,54.072042,1751,1395,1449,Vertical,Thamama,Shuaiba,78803.87,56150.77,Shelf-5,KCA Deutag,Appraisal,Gas Producer,23.231279,54.067349,23.235965,54.059499
W-0946,WB-0946,Pearl,Offshore-South,JKT-18,26,Pearl-26,58.7,5.0,GL,26.4,MSL,Suspended,Completed,Suspended,2003-01-22,1998-05-23,Kuwait Oil Company,Block 79/8,EPSG:32641,94099.23,76329.49,22.065975,48.820128,4480,3491,3600,Deviated,Mishrif,Nahr Umr,95191.04,76869.97,Noble-1,Noble,Appraisal,Appraisal,22.07594,48.816328,22.085391,48.804936
W-0947,WB-0947,Ghazal,Offshore-South,FPSO-74,12,Ghazal-12,54.7,14.3,GL,27.2,MSL,Shut-in,Planned,Drilling,2025-02-19,2018-07-30,QatarEnergy,Block 92/3,EPSG:32639,62321.04,13650.3,22.821314,52.110836,4084,3296,3584,Vertical,Khuff,Arab-D,63165.61,12324.7,GulfDrill-7,ADES,Exploration,Gas Producer,22.812298,52.111394,22.803588,52.125648
W-0948,WB-0948,Iris,Onshore,PLAT-84,14,Iris-14,33.6,3.2,GL,0.0,,Abandoned,Completed,Producing,2016-02-22,2014-11-06,Saudi Aramco,Block 44/14,EPSG:32640,74162.73,22867.08,27.400112,52.071124,2001,1949,1685,Vertical,Arab-C,Arab-D,75455.15,24154.43,Ensco-104,Shelf Drilling,Appraisal,Gas Injector,27.398935,52.065443,27.408825,52.088701
W-0949,WB-0949,Pearl,Offshore-South,PAD-85,13,Pearl-13,49.8,-4.6,GL,50.3,MSL,Suspended,Planned,Abandoned,2000-08-25,1998-12-17,Kuwait Oil Company,Block 86/16,EPSG:32640,80509.73,88249.51,27.24334,50.954246,4876,4007,4427,Deviated,Mishrif,Thamama,79746.98,87417.07,Noble-2,Shelf Drilling,Exploration,Gas Injector,27.242382,50.961935,27.246581,50.937398
W-0950,WB-0950,Nour,Offshore-North,PLAT-8,48,Nour-48,45.4,-0.2,DF,67.6,MSL,Abandoned,Drilling,Shut-in,2005-04-21,1999-05-16,Saudi Aramco,Block 37/10,EPSG:32640,84503.96,2012.17,25.584479,55.463399,3467,3378,2800,Deviated,Arab-C,Thamama,84734.84,3511.19,Noble-1,ADES,Development,Oil Producer,25.580492,55.455106,25.584501,55.45736
W-0951,WB-0951,Rimal,Offshore-East,JKT-39,42,Rimal-42,55.5,15.4,KB,118.1,MSL,Testing,Planned,Drilling,2028-06-02,2023-04-30,PDO Oman,Block 62/25,EPSG:32640,39505.33,75272.71,25.603101,54.620051,4230,3268,3920,Vertical,Nahr Umr,Shuaiba,38828.96,74287.28,Ensco-107,Valaris,Exploration,Gas Producer,25.604528,54.618939,25.621935,54.638382
W-0952,WB-0952,Oryx,Offshore-East,FPSO-71,33,Oryx-33,34.0,11.1,GL,95.3,MSL,Suspended,Planned,Producing,2028-12-10,2018-06-01,BP,Block 67/17,EPSG:32641,5126.35,47377.33,25.99022,53.577675,3210,2654,2398,Vertical,Mishrif,Yamama,6098.63,48191.97,Ensco-102,KCA Deutag,Appraisal,Oil Producer,25.98322,53.584663,25.975406,53.561001
W-0953,WB-0953,Charlie,Offshore-West,PLAT-31,19,Charlie-19,17.4,6.5,DF,108.0,MSL,Drilling,Planned,Testing,2010-04-01,2001-02-11,ENI,Block 79/34,EPSG:32639,40187.63,44677.22,23.052228,53.714613,2518,1943,2063,Horizontal,Nahr Umr,Yamama,38703.6,43847.46,Noble-1,Valaris,Exploration,Water Injector,23.057906,53.71693,23.068068,53.720359
W-0954,WB-0954,Qamar,Offshore-East,JKT-1,31,Qamar-31,47.5,6.2,KB,76.1,MSL,Suspended,Planned,Drilling,2025-12-17,2023-10-22,Shell,Block 33/18,EPSG:32641,67375.62,709.65,27.486472,51.693729,3049,2651,2059,Vertical,Thamama,Mauddud,67570.08,-547.81,Noble-4,ADES,Appraisal,Appraisal,27.483121,51.689576,27.494122,51.712618
W-0955,WB-0955,Ghazal,Offshore-North,JKT-6,22,Ghazal-22,15.3,18.4,DF,84.3,MSL,Suspended,Planned,Completed,2019-02-20,2013-10-19,TotalEnergies,Block 30/28,EPSG:32641,45035.04,81939.82,24.512623,55.367956,2913,2050,2659,Vertical,Arab-D,Arab-D,44552.65,83064.62,Shelf-4,Valaris,Exploration,Gas Injector,24.51445,55.366371,24.502983,55.387085
W-0956,WB-0956,Bravo,Offshore-North,PAD-53,35,Bravo-35,26.4,3.9,GL,40.3,MSL,Completed,Planned,Drilling,2019-04-20,2018-06-07,TotalEnergies,Block 92/9,EPSG:32639,74896.32,35982.49,24.298831,53.556763,5683,5066,5137,Horizontal,Shuaiba,Shuaiba,74364.37,37058.74,Ensco-104,Noble,Exploration,Water Injector,24.303144,53.560897,24.314898,53.555612
W-0957,WB-0957,Alpha,Offshore-West,PAD-16,18,Alpha-18,18.6,9.4,GL,81.2,MSL,Producing,Drilling,Shut-in,2007-11-01,2001-03-06,BP,Block 31/8,EPSG:32639,35698.24,54076.56,25.113506,53.831848,1712,1657,1495,Deviated,Yamama,Shuaiba,36132.96,53787.27,Noble-2,ADES,Development,Water Injector,25.121287,53.841313,25.110678,53.818358
W-0958,WB-0958,Qamar,Offshore-North,PLAT-63,14,Qamar-14,42.4,-3.5,DF,98.1,MSL,Producing,Drilling,Producing,2026-08-27,2016-08-24,ENI,Block 75/15,EPSG:32641,63474.41,67730.07,22.281796,54.893527,5693,5649,5498,Deviated,Khuff,Thamama,64528.86,68337.26,Borr-Prospector,Shelf Drilling,Appraisal,Gas Injector,22.288512,54.90139,22.294365,54.88161
W-0959,WB-0959,Qamar,Offshore-North,PLAT-95,7,Qamar-07,52.8,-4.7,GL,106.3,MSL,Suspended,Planned,Drilling,2007-07-23,2001-02-03,Kuwait Oil Company,Block 23/11,EPSG:32639,18641.98,70262.96,22.9977,50.192573,2367,2199,2267,Horizontal,Khuff,Arab-C,18969.57,70434.16,Noble-7,Nabors,Exploration,Gas Producer,22.999866,50.189422,22.993253,50.208157
W-0960,WB-0960,Eagle,Offshore-South,PAD-8,43,Eagle-43,26.1,7.3,DF,15.4,MSL,Producing,Completed,Shut-in,2016-05-24,2013-10-23,Saudi Aramco,Block 93/14,EPSG:32640,74936.94,95598.01,26.428202,54.456567,3376,3191,2969,Horizontal,Mishrif,Thamama,75996.46,96656.88,Noble-5,KCA Deutag,Exploration,Gas Producer,26.42597,54.466531,26.442239,54.473034
W-0961,WB-0961,Oryx,Offshore-East,PLAT-22,24,Oryx-24,10.3,5.1,KB,5.0,MSL,Testing,Planned,Drilling,2027-03-11,2021-02-27,Shell,Block 14/6,EPSG:32639,54569.6,53134.0,22.496792,49.561925,6335,5679,4586,Vertical,Arab-D,Arab-C,53863.39,52579.17,Ensco-106,Noble,Appraisal,Gas Producer,22.496856,49.551995,22.502257,49.56624
W-0962,WB-0962,Falcon,Offshore-South,JKT-58,11,Falcon-11,27.8,19.4,GL,26.9,MSL,Shut-in,Completed,Completed,2022-05-30,2016-05-19,TotalEnergies,Block 55/12,EPSG:32641,20406.44,39971.96,25.618913,50.762736,3273,2654,2857,Deviated,Mishrif,Mauddud,20464.95,40042.98,Ensco-101,Borr Drilling,Exploration,Oil Producer,25.624288,50.753289,25.604555,50.773383
W-0963,WB-0963,Ghazal,Offshore-East,JKT-49,35,Ghazal-35,28.8,9.5,DF,61.8,MSL,Completed,Planned,Testing,2014-05-30,2003-12-16,Saudi Aramco,Block 89/9,EPSG:32639,29191.12,95370.36,23.472095,50.684884,2675,2090,2214,Vertical,Yamama,Arab-D,29042.73,95326.48,Shelf-3,ADES,Appraisal,Appraisal,23.479646,50.691361,23.478082,50.694481
W-0964,WB-0964,Eagle,Onshore,FPSO-69,15,Eagle-15,17.7,15.3,KB,0.0,,Testing,Planned,Completed,2006-11-18,2004-02-17,Chevron,Block 70/5,EPSG:32639,74860.87,64211.02,24.335774,55.828204,5113,4600,4413,Horizontal,Yamama,Arab-D,73395.8,63772.74,Ensco-103,Borr Drilling,Development,Oil Producer,24.32785,55.822193,24.323428,55.834677
W-0965,WB-0965,Iris,Offshore-South,JKT-71,9,Iris-09,34.0,-3.4,KB,114.2,MSL,Testing,Drilling,Abandoned,2009-12-12,2009-05-26,Kuwait Oil Company,Block 18/15,EPSG:32641,48260.12,29815.04,23.732162,54.852298,3780,2825,3485,Horizontal,Arab-D,Yamama,48430.56,30989.41,Noble-5,Borr Drilling,Appraisal,Oil Producer,23.729859,54.843513,23.728639,54.865389
W-0966,WB-0966,Mauddud,Offshore-West,PLAT-95,21,Mauddud-21,31.5,4.8,DF,79.8,MSL,Testing,Completed,Suspended,2006-01-14,2004-02-20,BP,Block 4/3,EPSG:32639,21603.14,12646.42,24.134036,53.609359,2686,2601,2040,Vertical,Khuff,Khuff,22087.71,11644.05,Noble-3,Shelf Drilling,Exploration,Appraisal,24.139558,53.604102,24.120848,53.616775
W-0967,WB-0967,Charlie,Onshore,FPSO-62,7,Charlie-07,38.9,1.0,DF,0.0,,Suspended,Completed,Drilling,2011-06-27,2002-08-24,ADNOC,Block 81/2,EPSG:32641,96727.12,84255.45,26.314275,53.816454,2073,1514,1348,Vertical,Mauddud,Mauddud,97002.86,83203.98,Ensco-105,KCA Deutag,Exploration,Appraisal,26.312908,53.814976,26.295156,53.817814
W-0968,WB-0968,Jade,Offshore-South,JKT-21,6,Jade-06,20.3,5.3,GL,29.2,MSL,Drilling,Planned,Completed,2004-05-21,1995-03-21,Chevron,Block 70/31,EPSG:32640,71512.5,36218.16,23.78273,52.496582,4244,3075,3697,Deviated,Yamama,Arab-D,72221.34,36448.89,Noble-5,Valaris,Appraisal,Appraisal,23.779375,52.501193,23.771205,52.48606
W-0969,WB-0969,Shams,Onshore,JKT-49,31,Shams-31,33.5,6.0,KB,0.0,,Producing,Drilling,Abandoned,2029-03-25,2023-06-28,ADNOC,Block 77/4,EPSG:32639,95713.48,66046.97,25.398428,55.576725,2401,2191,1799,Horizontal,Mishrif,Shuaiba,95927.5,66519.45,Ensco-105,Shelf Drilling,Development,Water Injector,25.396654,55.579212,25.399883,55.586481
W-0970,WB-0970,Charlie,Offshore-South,JKT-68,10,Charlie-10,56.0,12.8,DF,34.8,MSL,Shut-in,Completed,Producing,2021-08-19,2017-05-05,Shell,Block 20/18,EPSG:32641,42710.5,47081.64,24.856302,51.97007,2224,1721,1817,Vertical,Mauddud,Mauddud,41410.75,46165.5,GulfDrill-7,Noble,Appraisal,Water Injector,24.858359,51.964822,24.855564,51.969008
W-0971,WB-0971,Falcon,Offshore-West,PAD-94,3,Falcon-03,56.2,3.6,GL,48.3,MSL,Abandoned,Planned,Drilling,2007-07-25,1999-07-02,ADNOC,Block 53/14,EPSG:32639,47510.03,19892.98,25.982027,51.044142,2839,2560,2636,Deviated,Yamama,Nahr Umr,46359.37,19565.13,Shelf-5,Shelf Drilling,Exploration,Appraisal,25.992023,51.044207,25.982087,51.035934
W-0972,WB-0972,Pearl,Offshore-North,FPSO-9,4,Pearl-04,18.6,6.3,DF,38.3,MSL,Testing,Planned,Producing,2030-08-08,2021-07-22,Shell,Block 33/34,EPSG:32639,89795.52,60168.66,27.620978,49.304283,5762,4762,4390,Horizontal,Yamama,Khuff,90084.94,61508.35,Ensco-101,KCA Deutag,Development,Water Injector,27.620838,49.312807,27.610885,49.316361
W-0973,WB-0973,Falcon,Offshore-West,PAD-64,16,Falcon-16,40.2,0.5,GL,27.6,MSL,Testing,Drilling,Drilling,2022-10-20,2020-07-28,Kuwait Oil Company,Block 68/5,EPSG:32640,52504.93,6068.31,26.395433,54.289645,3116,2902,2405,Deviated,Shuaiba,Arab-C,51829.87,5308.16,GulfDrill-7,Noble,Exploration,Gas Injector,26.389603,54.295945,26.402839,54.297514
W-0974,WB-0974,Shams,Offshore-South,FPSO-67,37,Shams-37,29.8,-2.2,GL,28.8,MSL,Suspended,Completed,Drilling,2028-02-11,2020-07-20,Shell,Block 39/11,EPSG:32639,70727.89,41334.25,23.289642,53.875551,2447,2153,2281,Vertical,Thamama,Arab-C,69466.83,41839.33,Ensco-104,KCA Deutag,Development,Appraisal,23.282899,53.872015,23.297813,53.893045
W-0975,WB-0975,Mauddud,Offshore-North,PLAT-40,17,Mauddud-17,30.4,18.3,KB,108.4,MSL,Abandoned,Planned,Testing,2002-07-19,1997-04-24,PDO Oman,Block 81/25,EPSG:32639,25217.29,54661.49,22.187099,51.07484,5606,4771,3817,Deviated,Mauddud,Mishrif,25006.1,55381.94,Noble-2,Valaris,Appraisal,Gas Producer,22.177946,51.084485,22.181418,51.061458
W-0976,WB-0976,Lulu,Offshore-South,FPSO-38,13,Lulu-13,40.8,11.9,GL,75.2,MSL,Abandoned,Completed,Producing,2018-02-03,2017-10-11,Shell,Block 40/27,EPSG:32640,44672.65,43604.7,23.573584,48.201547,4346,3777,3385,Deviated,Yamama,Yamama,44835.62,43449.09,Shelf-2,Noble,Exploration,Oil Producer,23.57476,48.205719,23.588831,48.207515
W-0977,WB-0977,Lulu,Offshore-North,FPSO-36,22,Lulu-22,41.6,18.7,GL,20.4,MSL,Testing,Drilling,Completed,2020-07-05,2018-12-14,ADNOC,Block 87/22,EPSG:32639,12344.99,74867.22,25.570468,54.711979,1376,1113,1047,Deviated,Khuff,Mishrif,11831.23,76179.8,Ensco-100,Valaris,Exploration,Gas Producer,25.571359,54.703228,25.576229,54.701749
W-0978,WB-0978,Lulu,Offshore-North,JKT-76,21,Lulu-21,31.5,7.6,GL,90.9,MSL,Shut-in,Drilling,Drilling,2004-03-02,2002-09-29,QatarEnergy,Block 14/6,EPSG:32639,20598.0,82792.5,22.308555,48.091344,3243,2645,2735,Horizontal,Nahr Umr,Yamama,21259.3,83502.47,Ensco-107,KCA Deutag,Exploration,Appraisal,22.30266,48.082047,22.317077,48.107487
W-0979,WB-0979,Bravo,Offshore-West,FPSO-31,38,Bravo-38,29.9,17.1,KB,13.2,MSL,Abandoned,Completed,Shut-in,2013-12-26,2006-11-09,Kuwait Oil Company,Block 18/26,EPSG:32641,94.34,77124.31,24.978197,53.629598,1620,1292,1292,Deviated,Shuaiba,Khuff,525.65,76998.08,Ensco-106,Nabors,Exploration,Oil Producer,24.982104,53.622966,24.969291,53.613578
W-0980,WB-0980,Charlie,Offshore-West,PAD-98,21,Charlie-21,19.4,-0.5,DF,51.0,MSL,Testing,Drilling,Completed,2011-06-28,2010-05-14,Shell,Block 71/34,EPSG:32639,3926.51,3881.29,25.581057,55.762057,4488,3822,3358,Vertical,Arab-C,Shuaiba,3424.97,4089.3,Noble-1,Nabors,Exploration,Appraisal,25.585879,55.766614,25.561081,55.768303
W-0981,WB-0981,Delta,Offshore-South,PAD-15,36,Delta-36,15.6,13.4,KB,45.8,MSL,Producing,Completed,Completed,2027-12-20,2018-07-10,Kuwait Oil Company,Block 89/25,EPSG:32640,97728.38,19412.88,24.005463,51.501291,2936,2236,2180,Deviated,Nahr Umr,Mishrif,98493.0,19990.72,Ensco-102,Nabors,Development,Oil Producer,24.000645,51.494966,24.020078,51.512934
W-0982,WB-0982,Mauddud,Onshore,FPSO-51,24,Mauddud-24,31.5,-0.6,GL,0.0,,Producing,Drilling,Shut-in,2006-03-19,1997-04-11,Saudi Aramco,Block 40/5,EPSG:32639,24235.37,53660.75,26.625473,49.879787,1604,1408,1055,Horizontal,Mishrif,Arab-D,24681.46,53937.32,Shelf-3,Shelf Drilling,Exploration,Gas Producer,26.622355,49.880017,26.63837,49.873984
W-0983,WB-0983,Mishrif,Offshore-West,PAD-44,2,Mishrif-02,13.3,12.6,GL,64.7,MSL,Shut-in,Drilling,Shut-in,2012-03-16,2010-08-04,QatarEnergy,Block 28/33,EPSG:32639,66331.07,93482.2,22.63959,53.638968,2330,1868,1909,Vertical,Shuaiba,Nahr Umr,66743.41,94618.29,Ensco-101,Shelf Drilling,Appraisal,Gas Injector,22.649399,53.630833,22.624518,53.657134
W-0984,WB-0984,Charlie,Onshore,JKT-5,45,Charlie-45,41.9,8.6,GL,0.0,,Shut-in,Completed,Suspended,2006-04-22,1996-08-21,ENI,Block 69/27,EPSG:32641,83909.97,83495.68,22.450827,54.537025,3840,3188,3181,Vertical,Mauddud,Khuff,84070.25,83066.35,Ensco-103,Valaris,Appraisal,Gas Injector,22.448312,54.545443,22.445791,54.551054
W-0985,WB-0985,Mauddud,Offshore-East,PLAT-67,45,Mauddud-45,54.4,10.8,KB,86.7,MSL,Abandoned,Completed,Shut-in,2024-02-12,2022-10-03,ADNOC,Block 6/13,EPSG:32639,55066.05,84253.45,26.369133,52.371443,5056,4142,4893,Horizontal,Shuaiba,Mauddud,53600.22,83653.11,Ensco-105,ADES,Development,Oil Producer,26.374349,52.368322,26.375587,52.363228
W-0986,WB-0986,Alpha,Offshore-East,FPSO-88,30,Alpha-30,38.4,14.3,KB,103.3,MSL,Producing,Completed,Shut-in,2018-07-29,2014-12-05,QatarEnergy,Block 99/14,EPSG:32640,15314.45,30320.82,24.972948,55.736282,3947,3232,3295,Deviated,Mauddud,Khuff,15903.97,29462.34,Ensco-106,Borr Drilling,Development,Gas Producer,24.972003,55.744445,24.979032,55.716584
W-0987,WB-0987,Mauddud,Offshore-West,PLAT-63,41,Mauddud-41,30.1,1.0,DF,38.9,MSL,Shut-in,Completed,Drilling,2009-10-10,2004-12-17,Chevron,Block 27/34,EPSG:32640,72811.64,42944.79,26.130414,48.41335,2531,2239,2325,Deviated,Khuff,Arab-D,72439.77,41558.14,Ensco-100,Shelf Drilling,Development,Oil Producer,26.136281,48.422248,26.144828,48.405216
W-0988,WB-0988,Pearl,Offshore-East,FPSO-44,20,Pearl-20,32.6,4.5,KB,116.8,MSL,Drilling,Completed,Completed,2016-12-21,2011-07-28,ENI,Block 18/27,EPSG:32639,60025.14,47070.59,24.608964,52.038365,3576,3527,2498,Vertical,Shuaiba,Mauddud,61352.97,45699.63,Shelf-5,KCA Deutag,Exploration,Oil Producer,24.614344,52.028488,24.594575,52.029617
W-0989,WB-0989,Delta,Offshore-South,PAD-89,45,Delta-45,52.5,1.2,KB,112.1,MSL,Suspended,Planned,Completed,2022-10-08,2015-12-04,Chevron,Block 75/5,EPSG:32640,73125.06,15737.16,23.478412,53.747632,4421,4175,3634,Deviated,Arab-C,Khuff,74079.01,16847.33,Borr-Prospector,ADES,Appraisal,Appraisal,23.481767,53.746915,23.47561,53.763231
W-0990,WB-0990,Falcon,Offshore-East,PAD-99,40,Falcon-40,40.0,12.5,GL,109.0,MSL,Testing,Drilling,Testing,2013-05-03,2004-03-22,PDO Oman,Block 71/30,EPSG:32639,76974.66,3106.81,26.914614,54.901124,6095,5412,4782,Horizontal,Mishrif,Arab-C,77237.74,3641.99,Shelf-3,Nabors,Appraisal,Appraisal,26.92171,54.891617,26.898503,54.919809
W-0991,WB-0991,Mishrif,Offshore-West,FPSO-19,22,Mishrif-22,19.7,11.4,GL,14.0,MSL,Testing,Drilling,Producing,2008-03-14,2006-12-29,ENI,Block 40/13,EPSG:32639,97541.04,94690.29,26.796495,49.434045,6214,5158,4438,Vertical,Arab-D,Arab-C,96797.59,95171.89,Ensco-100,Shelf Drilling,Exploration,Gas Injector,26.805279,49.442219,26.792079,49.416863
W-0992,WB-0992,Mishrif,Offshore-West,PLAT-53,40,Mishrif-40,56.7,-2.4,GL,87.5,MSL,Shut-in,Completed,Abandoned,2007-12-10,2007-08-18,Shell,Block 82/8,EPSG:32640,57356.33,24071.26,26.168179,54.400028,1664,1333,1163,Deviated,Khuff,Nahr Umr,56467.48,24415.19,Noble-6,KCA Deutag,Exploration,Water Injector,26.169779,54.400396,26.148783,54.39888
W-0993,WB-0993,Qamar,Offshore-North,FPSO-42,43,Qamar-43,40.2,6.9,GL,0.5,MSL,Shut-in,Drilling,Drilling,2031-12-03,2025-02-10,ENI,Block 18/36,EPSG:32639,34164.11,23994.89,23.632871,52.421657,3278,2738,3175,Deviated,Khuff,Mauddud,33685.26,25042.55,Ensco-106,KCA Deutag,Exploration,Gas Producer,23.62762,52.413156,23.648802,52.42359
W-0994,WB-0994,Rimal,Offshore-West,PAD-44,2,Rimal-02,16.8,13.9,GL,39.6,MSL,Completed,Planned,Abandoned,2031-03-09,2022-02-09,BP,Block 70/10,EPSG:32640,64846.46,8337.91,25.541384,51.172429,3349,3219,2886,Horizontal,Mishrif,Arab-D,64776.16,8278.71,Shelf-3,ADES,Development,Gas Injector,25.539357,51.164635,25.542466,51.156145
W-0995,WB-0995,Lulu,Offshore-East,PLAT-28,1,Lulu-01,28.4,17.5,GL,90.0,MSL,Drilling,Drilling,Producing,2014-08-16,2009-03-02,QatarEnergy,Block 99/13,EPSG:32641,6844.07,92850.78,24.165843,49.05372,2685,2484,1875,Deviated,Mauddud,Arab-D,6232.27,93962.01,Ensco-101,Nabors,Exploration,Water Injector,24.171009,49.05139,24.179835,49.04882
W-0996,WB-0996,Mishrif,Offshore-West,FPSO-31,38,Mishrif-38,57.0,-0.7,DF,44.4,MSL,Drilling,Completed,Suspended,2013-12-04,2004-05-05,ADNOC,Block 4/11,EPSG:32640,89739.73,57973.71,22.549492,54.922366,2496,2192,1849,Vertical,Khuff,Khuff,89784.52,57552.05,GulfDrill-7,Nabors,Development,Gas Injector,22.55251,54.931171,22.531888,54.915049
